Area_Name,Postal_code
Badwan,23021
Pingal,23021
Loya Agra,23021
Dheri,23051
Dargai,23060
Mian Bran Gola,23021
Maina,23061
Khadikzai,23021
Jolagram,23051
Totakan Edso,23030
Jabban,23051
Khar,23051
Pir Khel Edso,23051
Qulangi,23051
Matkani,23051
Malakand,23050
Qaldara,23061
Makhband,23051
Piran,23051
Kharkai,23061
Selai Patti,23061
G.F. Gunj Bazar,23061
Warter,23061
Garhi Usman Khel,23061
Totai,23061
Kupar(Malakand Agency),23101
Haryan Kot,23061
Baizu Kharki,23090
Meher Dai,23061
Old Sakhakot,23081
Sakhakot,23080
Khan Garhi,23081
Musa Maina,23061
Kot Edso,23061
Yarabad,23081
Wazirabad,23061
Qutab Garh,23101
Kalu Shah,23081
Ghawar Killi,23081
Bahram Khan Killi,23081
Ghani Dheri,23081
Kand Agency,23101
Hathian,23120
Shamoon Kalay,23101
Sher Garh,23100
Gud Rai,23121
Jewar,23121
Spilanodhe,23121
Hero Shah,23101
Lund Khawar,23130
Dar Giwal,23121
Gul Purkal,23121
Sadat Baba,23131
Gulmaira,23131
Shah Dhand,23131
Shafiabad,23121
Chailtazagram,23131
Shero Dheri,23131
Moti Banda,23131
Kalo,23131
Alo,23131
Kotki,23131
Jalala,23150
Qasmi,23131
Umar Abad,23151
Takht Bhai,23160
Ganjai,23161
Arif Khan Killi,23151
Pump Korona,23161
Gardai,23161
Amirzada Killi,23161
Pir Saddu,23151
Parkho Dheri,23151
Lalazar,23161
Tordher,23151
Sheikhano Killi,23131
Saro Shah,23161
Garo Shah,23161
Kati Garhi,23131
Railway Station,23161
Yousaf Zai Industries,23161
Seri Behlool,23161
Aslam Kalay,23161
Maday Baba,23161
Narai Fazal Abad,23161
Khadi Killi,23161
Gharib Abad,23161
Pati Kagan,23161
Cham Dheri,23201
Dako Baba,23161
Chanchano Khat,23161
Jehangir Abad,23161
Fatima,23201
Baghdada,23201
Mardan G.P.O.,23200
Afzalabad,23201
Qazi Abad,23201
Gujar Garhi,23170
Mamookhan Banda,23161
Kot Jhungra,23161
Dagai,23201
Narshak,23201
Khan Jar,23201
Adina,23201
Tootkilli,23201
Baghicha Dheri,23201
Gaddar,23201
Mohib Banda,23201
Manga,23201
Dheribaba,23201
Khuda Noor Killi,23201
Chamtar,23201
Sheikh Yousaf,23201
Khawaja Rashakh,23201
Shagai,23201
Kalpani R.S.,23201
Sikandari Koroona,23201
Zando Dheri,23201
Babeni,23201
Gulbahar Banda,23201
Bakri Banda,23201
Ibrahim Khan Killi,23201
Sharif Abad,23201
Military Form,23201
Sadiq Abad,23201
Pir Abad,23201
Mardan Sugar Crops,23210
Jhubgara,23221
Ghala,23241
Bakhshali,23220
Fobisns Ffs,23221
Kaka Abad,23241
Landakai,23221
Katlang,23240
Musakhat,23221
Charchoor,23241
Jamal Garhi,23230
Shamo Zai,23241
Babu Zai,23250
Badar Banda,23241
Shikrai Bara,23241
Ghundo,23241
Sangao,23251
Seri Bacha Khel,23241
Dheri Likpani,23241
Pipal,23261
Toru,23300
Mura Banda,23261
Bazdara Bala,23261
Nodeh,23301
Garhi Kapura,23310
Garh Garh,23301
Kohi Barmol,23260
Qasim,23301
Mian Khan,23251
Bazdara Payan,23261
Ghazi Baba,23261
Hashamabad,23301
Mayar,23290
Shamshad Abad,23301
Urmal Dheri,23341
Swaryan,23301
Gumbat,23311
Dobian,23330
Kandar,23311
Daulat,23331
Agai,23340
Jaganath Canal Bangla,23341
Plai,23270
Bazargai,23331
Sardchina,23331
Giddar Pur,23311
Sikandri,23341
Mathra,23341
Rustam,23370
Unwan Abad,23341
Kutarpan,23371
Machai,23371
Gujrat,23350
Bachai,23341
Cheena,23371
Ayub Killi,23331
Saidabad,23371
Hamzakot,23371
Sheh Tore,23371
Naudeh,23371
Allilandi,23371
Surkh Dheri,23371
Shah Baz Garhi,23390
Char Gulai,23371
Surkani,23371
Khaira Bad,23391
Hussai,23391
Kalu Khan,23410
Narangi,23421
Parmulai,23421
Boot Seri,23391
Nawan Killi,23420
Bhai Khan,23391
Ismaila,23400
Garyala,23391
Sodher,23341
Shewa,23421
Chak Naudeh,23421
Spin Kani,23421
Char Bagh,23431
Mansabdar,23421
Tara Kai,23421
Saleem Khan,23431
Qazi Abad,23431
Sawabi G.P.O.,23430
Sheikh Jana,23421
Gohati,23431
Turlandi,23421
Managai,23421
Qadra,23431
Yousaf Zai,23431
Chingiai,23430
Shah Mansoor,23431
Maneri Payan,23431
Thand Kohi,23431
Kala Dara,23431
Baja,23431
Ghur Ghushti,23431
Jamal Abad,23431
Kaddai,23431
Boqa,23451
Right Bank (Tarbella),23470
Pabini,23451
Kala,23431
Panjman,23451
Doaher,23431
Bamkhel,23440
Qasimabad,23451
Topi,23460
Pehur Hamlet,23461
Gandaf,23480
Deval,23490
Besak,23481
Kupri,23491
Ziarat Bela,23491
Jhanda,23451
Zaida,23540
Utla,23491
Marghuz,23530
Khunda,23560
Sheikh Dheri,23571
Ghabasni,23491
Batta Kora,23461
Maini,23450
Lahor Chhota,23570
Zarobi,23510
College Campus Kotha,23501
Galli,23491
Kotha,23500
Ambar,23561
Chanai,23491
Hund,23561
Takail,23491
Garmanara,23550
Tordher,23610
Kalabat,23520
Beka,23591
Nara Amazai,23491
Manki,23590
Jalbai,23600
Inzari,24001
Jabbi,24001
Beka Dheri,23591
Jalsai,23580
Bazar,23611
Nisar Tang,24001
Allah Bakhash Colony,24020
Tano,23611
Jehan Gira,23620
Kahi,24001
Amir,24011
Manduri,24001
Nizam Pur,24010
Pir Sabaq,24050
Nandrak,24021
Garo,24011
Mali Khel,24041
Shagai,24011
Khair Abad,24000
Shaidu,24030
Mughal Ki,24041
Akora Khattak,24040
Khawrai,24021
Kotar Pane,24081
Zara Miana,24041
Adam Zai,24041
Misri Banda,24041
Narai,24021
Zando Banda,24081
Mian Isa,24031
Rashakai,24081
Jamia Islamia,24041
Ghalla Dher,24081
Chowki,24081
Risal Pur,24080
Bara Banda,24081
Sadu Khel,24101
Nowshera G.P.O.,24100
Khesari,24101
Feroz Sons Nowshera,24160
Aza Khel Payan,24181
Adamjee Paper Board Mills,24170
Palosi Payan,24101
Shekhi,24101
Khesh Ki Payan,24111
Dagai Banda,24200
Walai,24131
Nowshera Khurd,24101
Pirpai,24180
Pabbi,24210
Azakhel,24190
Ziarat Kaka Sahib,24130
Phari Katti Khel,24101
Nowshera City,24110
Colony Sarhad Textile Mills,24150
Manki Sharif,24140
Peshongri,24211
Dag Besud,24221
Aman Kot,24221
Pabbi Railway Station,24220
Wazir Garhi,24221
Jaroba,24251
Banda Mohib,24221
Spin Kani Kalan,24241
Chandan Ghari,24251
Spin Khak,24250
Panakot,24221
Jallozai,24240
Shamshatoo,24251
Jana Kurk,24251
Bakhtai,24271
Shah Kot Payan,24271
Chapari,24261
Saleh Khana,24270
Sam Badbher,24251
Dak Ismail Khel,24260
Urmar Payan,24300
Urmar Bala,24301
Cherat,24280
Mera Katchori,24301
Urmar Maina,24301
Ali Baig,24311
Ghari Naubat Khan,24301
Khush Muqam,24311
Tarnab Farm,24330
Tarkha,24311
Daud Zai,24400
Akbar Pura,24320
Shakra Pura,24401
Tarujabba,24310
Takhtabad Awal,24401
Lala,24331
Budni,24321
Charsadda Npo (Nd),24420
Musa Zai,24360
Abazai (Nd),24420
Umar Maira,24301
Niami,24401
Banda Sheikh Ismail,24311
Naguman,24401
Amir Abad (Nd),24420
Mandani (Nd),24420
Agra Payan,24421
Dhakki (Nd),24420
Danan Afghani,24401
Gul Bela,24401
Agra Miana,24421
Kula Dher,24421
Shaghai Bala,24401
Charsadda G.P.O.,24420
Barister Koroona,24421
Sheikh Kalay,24421
Sheikhabad (Nd),24420
Kamran Kalay Edso Nd,24421
Parang So (Nd),24421
Khat Killay,24421
Sardheri Bazar,24460
Garhi Abdul Wahid,24401
Charsadda Town (Nd),24430
Dheri Zardad,24451
Palosa,24461
Muftipur,24461
Kalyas,24451
Nisatta,24450
Prang (Nd),24451
Hindu Kalli,24451
Turlandai,24451
Khan Mahi,24461
Dargai,24461
Boobak,24451
Zarinabad,24461
Pm Nari,24461
Gulabad,24461
Azizabad,24451
Ibrahimzai,24461
Khullay,24461
Surkhatki,24461
Rajjar Edso (Nd),24480
Bahlula,24461
Najeemabad,24461
Azim Khan Pur,24461
Dosehra,24461
Hikmatabad,24461
Rasoolabad,24501
Sheikho,24461
Chitral Karoona,24501
Hajiabad,24461
Umarzai,24510
Utmanzai,24500
Ijara Kalli,24511
Ghazgi,24511
Taurangzai,24490
M. Zahir Khan Kalli,24461
Akbarabad,24511
Nawab Khan,24511
Kula Dand Payan,24511
Harichand,24520
Harichand Banglow,24511
Zarbab Ghari,24511
Amirabad Puli,24531
Koroona,24511
Shokatabad,24511
Tangi,24540
Merajanoki,24541
Sherpao,24530
Hawara,24531
Gandheri,24541
Shakh No.6,24511
Saadabad,24531
Ziambanglow,24531
Kot,24601
Mian Khel,24631
Cheena,24601
Kangra,24620
Battgram,24631
Kharakai,24631
Shabqadar Fort,24630
Zareef Koroona,24631
Sheikhan,24631
Nasrat Zai,24631
Mirza Dher,24601
Jura,24541
Shodag,24511
Attaki,24631
Mandezai,24631
Dheri Sikandar Khan,24631
Haji Zai,24631
Kotak Tarnab,24631
Sariekh,24631
Mirzai,24631
Amba Dher,24631
Qilla Shah Baig,24631
Shabqadar Village,24631
Pir Qilla,24631
Gunda,24631
Yakka Ghund,24631
Yaghi Bandi Payan,24631
Ghalani,24650
Kotozai,24641
Hassanzai,24641
Nawan Kalli,24651
Warsak Colony,24680
Matta Mughal Khel,24640
Kandar,24631
Lakarai,24651
H.Yarjan Kalli,24651
Wocha Jawara,24651
Yousaf Khel,24651
Malikabad,24641
Sando Khel,24651
Ghazi Beg,24651
Dab Koroona,24681
Pandi Lalma,24681
Mian Mandi,24651
Garhi Sher Dad,24681
Badi Zai,24701
Lala China,24731
Malik Zada Adam,24731
Kafoor Dheri,24701
Loi Shalman,24741
Khatki Sharif,24681
Landi Kotal,24740
Malikzada Adam Khan,24741
Lawara Maina,24681
Jabba,24731
Jamal Abad,24681
Nasir Bagh,24700
Shahi Bala,24701
Regi Village Edso,24710
Khan Kalay,24731
Rawal Koroona,24681
Lakarai,24701
Ali Masjid,24731
Jamrud,24730
Mushtar Zai,24801
Nawai Kamar,24801
Pawaka,24820
Bara Fort,24800
Kam Shalman,24741
Mulazai,24701
Sangoo,24801
Surizai Miana,24831
Toda China,24801
Mashoo Khel,24810
Sheikhan,24801
Haji Abdullah Jan Kalli,24801
Sheikh Mohammadi,24841
Zangali,24841
Kala Khel,24851
Kagawal,24841
Maryamzai,24851
Peshawar City,25000
Adizai,24851
Karimpura,25000
Badbher,24840
Kohi,24861
Faridi,24861
P.A.F. Camp Badhber,24830
Nishtar Abad,25000
Tela Band,24851
Sherikira,24860
Hassan Khel,24861
Khyber Bazar,25000
Surizai Payan,24831
Peshawar Airport,24820
Bora,24861
Ahmed Khel,24831
Pakhi,24861
Aza Khel,24861
Kandow,24861
Gul Bahar,25000
Peshawar Cantt (N.P.O.),25000
High Court,25000
Mathani,24850
Express Post Center University Town,25000
Peshawar Saddar Bazar,25000
Ramdas Bazar,25000
Childern Hospital,25000
District Head Quarter,25000
Peshawar City Railway Station,25000
Peshawar Kutchery,25000
Shaghali Bala,25001
Qissa Khawani,25000
Shah Qabool Aulia,25000
Lady Reading Hospital,25000
Peshawar Secretariat,25000
Budhni,25001
Nauthia Jadeed,25000
Qissa Khawani (Npo),25000
Peshawar G.P.O.,25000
Shah Qabool Aulia N.P.O.,25000
Peshawar City (N.P.O.),25000
Shaheen Muslim Town,25000
Defence Colony,25000
Gul Bahar,25001
Mian Gujar,25001
Hazur Khawani,25001
Kakshal,25001
Pir Bala,25001
Abdur Rahima,25001
Pishta-Khara Payan,25001
Gilji Kandar Khel,25001
Deh Bahadur,25001
Chaghar Matti,25001
Mathra,25001
Dag,25001
Khazana,25001
Pando Payan,25001
Chughal Pura,25001
Fort Slop,25001
Char Pariza,25001
Rahim Abad,25001
Sar-Band,25001
Bhudo,25001
Gullo Zai,25001
Teri Payan,25001
Ade Zai,25001
Bakshi Pull,25001
Wada Paga,25001
B.I.& S.E. Peshawar,25120
Regilalma Town Ship,25111
Safaid Dheri,25121
Industrial Estate,25100
Acheeni Payan,25121
Makk Beverages,25001
Police Housing Colony,25121
Head Postoffice,25121
Hindu Kassay,25001
Tekhal Bala,25140
Peshawar University G.P.O.,25120
Shagai Hindyan,25171
Palosai Atozai,25121
Tehkal Payan,25150
Pajagi,25171
C.T.Training School,25160
Sakhi Chashma,25170
Afghan Colony,25180
Shaheen Town,25190
Govt. College Of Tech Peshawar,25210
Kohat G.P.O.,26000
Barh,26001
Chorlaki,26001
Landi Arbab,25220
Parshai,26001
Darshi Khel,26001
Chakar Kot Bala,26001
Kiri Sheikhan,26001
Shadipur,26001
Tappi,26001
Bahadur Khel,26001
Sheraki,26001
Ziarat Sheikh Allahdad,26001
Gadda Khel,26001
Nak Band,26001
Gamkol Sharif,26001
Jabbar,26001
Khushal Garh,26001
Khad Zai,26001
Police Recruit Training Centre,26020
Akhorwal B.O,26101
Billi Tang S.O,26110
Dara Adam Khel S.O,26100
Kamal Khel B.O,26111
P.A.F.,26080
Cadet College Kohat S.O,26030
Babri Banda B.O,26111
Officers Training School Kohat,26090
Dhoda B.O,26111
Kotian B.O,26111
Govt. College,26101
Kharmatoo .B.O,26111
Kot B.O,26111
Gunner Line S.O,26050
J.D.M.T.Mills,26070
Torki Ismail Khel B.O,26111
Uster Zai Payan,26170
Eni Gumbat,26120
P.T.S.Hangu,26180
Mohammad Khawaja,26191
Hangu S.O,26190
Nasrat Khel,26160
Shadi Khel B.O,26111
Bilyamina,26191
Khazina Banda,26191
Ibrahim Zai,26191
Gulistan,26191
Togh Sarai,26200
Kahi,26220
Saiful Darra,26191
Ghiljo,26221
Zargeri(E.D.S.O.),26210
Fort Lakhart (E.D.S.O.),26194
Naryab,26230
Gurguri,26241
Jawar Ghundi B.O,26241
Darsamand,26241
Uchat,26281
Sarozai,26250
Karbogha Sharif B.O,26241
Mammu Banda,26271
Dallan,26271
Karoona,26271
Thull Fort,26260
Torawari B.O,26241
Doaba S.O,26240
Baggan,26281
Thull City,26270
Toot Kas,26271
Alizai,26280
Sadda,26290
Manduri,26281
Bil Yamin,26281
Sakhi Ahmad Shah,26291
Arawali Fort,26291
Parachinar G.P.O.,26300
Lalmay,26301
Ghurizai Payan,26121
Ghar Bina,26301
Jallandar,26301
Kirman,26301
Zeeran,26301
Samir,26301
Bushera,26301
Usterzai Bala,26171
Ibrahim Zai,26291
Tarimangal,26301
Muzaffar Kot,26291
Khawaja Khizer,26171
Satellite Town,26054
Shingak,26301
Kharlachi,26301
Pewar,26301
College Colony,26301
Shakar Dara,26301
Shallo Zan,26301
Kubad Shah Khel,26301
Mahora,26301
Kamar Dhand,26351
Boghaki,26301
Shaikhan Ammunition Depot,26340
Sultan,26301
Alamsher,26301
Mir Kalam Banda,26361
Sadra,26301
Lachi,26360
Surgul,26350
Malgin,26361
Banda Fateh Khan,26361
Jatta Ismail Khel,26361
Sumari Bala,26361
Manduri,26361
Mohsin Khel,26361
Surdal,26361
Dartappi,26361
Khaddar Khel,26361
Shewaki,26361
Shakar Dara,26380
Boori Saghri,26381
Biland Killa,27001
Isak Khumari,26391
Darshai,26391
Makori B.O,26401
Shakar Khel B.O,26401
Nari Panos,26411
Kundi,26391
Ter,26390
Khurram B.O,26401
Mami Khel B.O,26401
Palosa Sar,27001
Nandraka,26381
Dagar Nari,26410
Sabir Abad,27000
Dely Mela,27001
E.I.D.C.Bahadur Khel B.O,26401
Banda Daud Shah S.O,26400
Badin Khel,27001
Kurd Sharif,27001
Kandu Khel,27101
Ghundi Mir Khan Khel,27001
Karak G.P.O.,27200
Karak City,27201
Inzar Banda,27500
Mitha Khel,27100
Bogara,27301
Shanawa Guddi Khel,27401
Toor Dhand,27201
Ghundikilla,27301
Tarkhakhol,27101
Chokara,27300
Turki Khel,27001
Thatti Nasrati,27400
Ghundi Shamshaki,27001
Gruzi,27201
Shah Danbanda,27401
Shah Salim,27501
Sarki Lawaghar,27401
Bangi Killa,27501
Kari Dhand,27501
Sarat Khel,27901
Land Kamar,27600
Tattar Khel,27601
Latamber,27800
Zara Gandi,27601
Paloski Banda,27601
Manzini,27601
Khojaki Killa,27601
Surdog,27801
Alam Shari Kalla,27601
Dab Begu Khel,27900
Warana Mir Hassan Khel,27801
Jandri,27901
Warana,27801
Dab,27901
Jehangiri,27501
Manda Wah,27801
Dab Sangini,27901
Domel,28010
Khadar Khan Khel,28020
Kotka Muhammad Din,28021
Zarki Khoragai,28011
Kotka Abdullah Jan,28021
Kotka Muhammad Khan,28021
Dandi Kotka Azim Abad,28021
Murghali,28021
Nizam Bazar,28030
Fazal Haq Malwana,28041
Mandozai,28041
Bannu G.P.O,28100
Torka,28040
Landi Jalandher,28021
Zarki Pirba Khel,28021
Wazir Umarzai,28041
Banda Sheri Khel,28021
Koti Sadat,28031
Pak Ismail Khel,28031
Dhandi Killa,28021
Hayat Khel,28101
Shah Jahan Shah,28101
Matora,28101
Khawaja Mad Mandan,28101
Kala Khel Masti Khan,28101
Jhandu Khel,28101
Ismail Mama Khel,28101
Ismail Khel,28101
Mandi Sheikh Amir,28101
Asperka Wazir,28101
Hussain Abad,28101
Fatima Khel,28101
Haved Gate,28101
Phori Bazar,28101
Bezan Khel,28101
Adami Nawaz Shah,28101
Darul Aloom Muhammadia Matora,28101
Tittar Kehl,28101
Fazal Shah Mita Khel,28101
Aqlim Khan Killa,28101
Tajwee-Ul-Quran,28101
Syed Tughal Khel,28101
Sabu Khel Khattak,28101
Fiaz Talab Abbas Mandan,28101
Taji Khel,28101
Masha Mansoor,28101
Shakrullah Beri Khel,28101
Shadev,28101
Pipal Bazar,28150
Hassan Khel Isaki,28111
Bazar Ahmad Khan,28110
Kotka Malik Ayaz,28151
Mama Khel Banochi,28101
Haved,28101
Mamesh Khel,28140
Kurram Garhi,28151
Masti Khel,28130
Surangi Adda,28141
Mir Alam Daud Shah,28151
Shahbaz Azmat Khel,28120
Mir Ali,28170
Shewa,28181
Spinwam,28181
Thandy,28181
Matashi Khushali,28181
Dosali,28191
Boya,28210
Cadet College Razmak,28260
Mir Ali Adda,28180
Miran Shah,28190
Adda Mir Abbas,28300
Khajori,28181
Habib Noor Kot,28271
Data Khel,28200
Idak,28191
Darpa Khel,28191
Ghori Wala,28330
Distt. Court Post Office L/Marwat,28250
Land Jan Bahadar,28311
Shamshi Khel,28331
Khojari Khas,28311
Sarai Miran Shah,28200
Kakki,28320
Landkhojari,28321
Kotka Gul Khan,28301
Sarai Naurang,28350
Almarkaz Islami Sadat,28331
Nar Najeeb,28351
Takht Khel,28351
Nar Jafar Khan,28331
Nar Muzaffar Khan,28340
Multani Landi Dak,28321
Nar Shukrullah,28351
Amin Mughal Khel,28331
Hafiz Khel,28331
Kotka Muhammad Surrana,28351
Bangi Khan Mughal,28331
Sarai Gambila,28370
Mir Madni Multani,28351
Baz Killa,28351
Taja Zai,28360
Abbasa,28411
Gandi Khan Khel,28371
Passani,28371
Nar Azad,28371
Nar Mohammad Ayaz,28351
Wanda Khawas,28371
Tajori,28380
Wanda Mash,28411
Kotka Gidar,28371
Wanda Mir Salam,28411
Land Muhammad Khel,28211
Razmak,28270
Bharat,28310
Lakki Marwat,28420
Abdul Khel,28421
Kachi Kamar,28421
Jhang Khel,28421
Nawar Khel,28421
Kot Kashmir,28371
Lande Wah,28410
Nouroz Bhittani,28371
Wanda Shab Khel,28411
Mela Shab Khel,28421
Chouki Jand,28421
Land Ahmad Khel,28421
Wanda Amir,28421
Ahmed Khel,28421
Lakki R.Station,28421
Wanda Mughal Khel,28421
Ghazni Khel,28450
Mela Mandra Khel,28441
Abba Khel,28440
Dalo Khel,28441
Begu Khel,28430
Wanda Langar Khel,28421
Thandar Wala,28421
Zargi Khel,28441
Haqdad Abad,28421
Dobak Mandra Khel,28421
Jabu Khel Edbo,28451
Kheru Khel Pacca,28460
Langer Khel Edbo,28451
Khawaja Khel Edbo,28451
Dara Pezu,28470
Ghazi Khel Edbo,28451
Yasin Zai,29001
Sheri Khel Edbo,28451
Katta Khel,29011
Rahim Bazar,29050
Kaka Khel Edbo,28451
Wanda Jugi,28471
Shah Hassan Khel,29011
Wanda Gandir,29011
Wanda Kali,28471
Paniala,29000
Wanda Khan Mohd,29010
Chota Bazar,29050
Yarik,29020
Kuti Kehl,29011
District Court,29050
Dvisional Headquarters,29050
Jhok Mohana,29051
Dera Ismail Khan G.P.O.,29050
Hathala,29051
Tijarat Ganj,29050
Dera Ismail Khan City,29050
Wapda Academy,29050
Shah Alamabad,29050
Thatta Baluchan,29051
Garah Mohabbat,29051
M.O.D.C.,29050
Dera Ismail Khan N.P.O.,29050
Saggu,29051
Bazar Kalan,29050
Hassa,29051
Malana,29051
Nawaz Abad,29051
Shero Kohna,29051
Jatta,29051
Besti Ustarana,29051
Budh,29051
Daraban Khurd,29051
Pota,29051
Tareen Abad,29051
Chahikan,29051
Giloti,29051
Wandha Mochian Wala,29051
Haji Mora,29084
Kohthi,29051
Saeedabad,29070
Bahaderi,29051
Polytechnical Institute,29090
Shor Kot,29051
Mula Isa,29051
Kot Isa Khan,29051
Tribal Textile Mills,29110
Govt-Training School,29051
Muryali,29080
Din Pur,29100
Zafar Abad Colony,29111
Agricultural Research Station,29120
Kachi Paind Khan,29130
Bilot,29170
Kiri Khaisor,29180
Jara,29211
Kambo Sharif,29161
Saddar Bazar,29140
Katch,29161
Kath Garh,29161
Band Korai,29161
Bagwani Shumali,29161
Mandhara,29200
Paharpur,29160
Wanda Madat,29161
Jabbar Wala,29201
Wapda C.R.B.C.Staff Colony,29190
Kot Jai,29210
Mandhra Saidan,29201
Rajan Pur,29211
Fazal Abad,29201
Dhaki,29211
Paroa,29230
Hazara,29231
Gandi Ashiq,29311
Gomal University New Campus,29220
Khanu Khel,29211
Fateh,29221
Kot Isa Khan,29311
Kotla Lodhian,29211
Mahra,29231
Daraban,29310
Kohi Bahara,29250
Aminabad,29231
Musazai,29311
Gara Haji Isa Khan,29311
Gandi Umar Khan,29311
Ramak S.O.,29320
Miran,29231
Gandi Isab Khan,29311
Kiri Shawozai,29321
Landi Matawar,29341
Tijiri,29341
Sheikh Mela,29341
Darazinda,29340
Choudhwan,29330
Darazinda City,29341
China,29341
Raghasar,29341
Kulachi,29350
Loono,29351
Nawan Tezha Rogha,29341
Kot Attal Sharif,29351
Takwara,29380
An-Gheza,29341
Halim Abad,29401
Kiri Behlol Khel,29351
Sheikh Utar,29401
Sobati Kuch,29401
Kiri Janaki,29401
Ranwal,29401
Garah Baluch,29401
Amakhel,29401
Shah Alam,29401
Kiri Haider,29401
Dabara,29401
Garah Budha,29401
Gomal Bazar,29410
Bazai,29401
Kiri Tator,29401
Daraki,29401
Rohri,29360
Tank G.P.O,29400
Maddi,29351
Chashion Kuch,29401
Kiri Marwati,29401
Kot Nawaz,29401
Gul Imam,29420
Tijori,29421
Umer Khel Gharbi,29441
Umer Adda,29401
Pai,29430
Kand Killa,29441
Umer Khel,29441
Mullazai,29440
Ping,29441
Kiri Wadati,29441
Mani Khel,29441
Pir Tangi,29461
Shooza,29461
Daulat Koruna,29441
Jandola,29470
Babar Mulla Khel,29441
Hassan Khel Koroona,29441
Girni,29461
Manzai,29460
Khir Gi,29461
Kotka Muhammad Baig,29461
Chalarai,29471
Meziwam,29471
Shakai,29471
Alam Abad,29471
Moosar Khel Abad,29471
Sararogha,29480
Karama Bobai,29471
Wari Khawa,29471
Ladha,29490
Saraghar Haibat Khel,29471
Faqir Mela Kheecha,29471
Spin Kai Raghazi,29471
Siplatoi,29500
Momi Karama,29491
Kot Kai,29471
Karama,29491
Kot Jamal,29511
Spin Kamar,29491
Kani Guram,29491
Sargana Dani Khel,29511
Bhakkar Mandi Nt,30000
Nano,29511
Barwand Raham Kot,29511
Bhakkar G.P.O.,30000
Kiri Kot,29541
Sinatiha,29531
Wana,29540
Tanai,29520
Shakai,29531
Bhakkar Npont,30000
Bhakkar City Nt,30000
Oss Pass,29511
Azam Warsak,29541
Barwand Zahoor Kot,29511
Shahoor,29511
Sarwakai,29510
Tiarza,29530
Dog,29541
Dajal,30001
Shahani,30001
Sial,30001
Chhina,30001
Razai Shah,30001
Haider Abad,30001
Alam Abad,30001
Chak 57 58 Ml,30001
Chak 43 T.D.A,30001
Khan Sar,30001
Chak 186 T.D.A.,30001
Islamabad,30001
Chak 183 T.D.A.,30001
Kenari,30001
Bakkar Bazar,30001
Chak 41 T.D.A.,30001
Godela,30001
Chupsandi,30001
Basti Daya Murad,30001
Sarai Mohajir,30001
Chak 36 T.D.A.,30001
Behal,30040
Karari Kot,30001
Basti Mian Punja,30001
Chak 55 T.D.A.,30041
Notak,30041
Chak 63 T.D.A.,30051
Bangla Firdaus,30041
Dhandla (Basti Bakhtawar),30041
Chak 79 M.L.,30041
Chak 73 T.D.A.,30051
Yousaf Shah,30041
Chak 53 T.D.A.,30051
Chak 67 Ml,30052
Chak 47/T.D.A.,30050
Chak 69 Ml,30053
Chak 61 T.D.A.,30051
Chak 62-64 Ml,30053
Chak 215 T.D.A.,30053
Chak 72 Ml,30053
Khan Pur,30051
Chak 71 Ml,30053
Daggar Kotli,30053
Chak 70 Ml,30053
Kotla Jam,30101
Chak 60-61 Ml,30053
Mankera,30060
Karlo,30061
Dhingana,30061
Kisanwala,30061
Littan,30061
Kohawer Kala,30101
Darya Khan R.S.,30100
Hussain Shah,30101
Chak 54/Ml,30101
Amir Abad,30101
Murshad Abad,30111
Dullewala,30110
Adda Barkat Wala,30101
Jhamat Shumali,30111
Darya Khan Bazar,30101
Joyian Wala,30111
Kapahi,30111
Koroobamb,30111
Goher Wala,30111
Jhok Qalander Bux,30131
Chak 9 T.D.A,30131
Chiragh Kal Wal,30131
Basti Mian Roshan,30131
Chapsandi,30131
Maible,30131
Khasoor,30141
Kallur Kot,30140
Tibbanainan Wala,30130
Panjgiran,30141
Ghulaman,30141
Umerwali,30141
Hafiz Abad,30141
Rapri,30141
Chak 33 M.L.,30141
Saeed Wala,30141
Zambey Wala,30141
Rodi,30141
Daily Namdar,30141
Dhudhian Wala,30141
Mulana Dager,30141
Common Wealth Form,30141
Tibba Meharban Shah,30141
Fazil,30141
Haitoo,30141
Shahian Wala,30151
Sasgoo Shumali,30141
Chak 55 D.B.,30151
Chak 32 M.L.,30141
Chak 56 D.B.,30151
Abbasian Wala,30141
Chak 35.36 M.L,30151
Jandan Wala,30150
Chak 75 A Tda,31001
Chak 61 D.B.,30151
Shahidan,30151
Ali Khel C.C.,30151
Chak 47 D.B.,30151
Chak 94 Ml,31001
Chak 90/Ml,31000
Chak 93 Ml,31001
Qazi Abad,31051
Chak 219 Tda,31001
Karor,31100
Chak 239 Tda,31051
Fateh Pur,31050
Chak 306 Tda,31051
Din Pur,31101
Chak 217 Tda,31001
Chak 77 Tda,31001
Taja Shumali,31051
Chak 317 Tda,31051
Layyah Mandi N.P.O.,31100
Chak 92 Ml,31001
Layyah Mandi,31100
Chak 86 Ml,31001
Chak 236 Tda,31051
Chak 241 Tda,31051
Tibbi Khurd,31101
Tibbi Kalan,31101
Jharkal,31101
Nehri Colony,31101
Chak 99 Ml,31101
Karor R.S.,31101
Sargani,31101
Marah Wali,31101
Laskani Wala,31101
Chak 87 Tda,31101
Chak 103 Ml,31101
Chak 94 Tda,31101
Chak 84 Tda,31101
Chak 99 Tda,31101
Hassan Abad Thal,31101
Chak 98 Ml,31101
Chak 82 Tda,31101
Chak 89 Tda,31101
Bagh Wala,31101
Chak 111 Ml,31101
